3729186391;0.00342;4.68909;1.83954
3729186391;0.00337;0.27998;1.85663
3729186391;0.00334;-2.23951;1.84798
3729186391;0.00336;-0.66483;1.85739
3729186391;0.00336;-0.34989;1.86394
3729186391;0.00335;-1.60964;1.88101
3729186391;0.00333;-3.8142;1.89479
3729186391;0.00335;-1.92458;1.89383
3729186391;0.00334;-2.23951;1.91212
3729186391;0.00333;-3.18432;1.91322
3729186391;0.00336;-0.97977;1.90318
3729186391;0.00337;0.59491;1.89943
3729186391;0.00336;-0.66483;1.88367
3729186391;0.00336;-0.66483;1.89636
3729186391;0.00335;-1.92458;1.90057
3729186391;0.00334;-2.55445;1.87233
3729186391;0.00337;-0.03496;1.86941
3729186391;0.00337;0.59491;1.85654
3729186391;0.00337;-0.03496;1.84632
3729186391;0.00337;0.59491;1.83779
3729186391;0.00351;14.13718;1.83376
3729186391;0.00338;0.90985;1.84272
3729186391;0.00335;-1.2947;1.82953
3729186391;0.00336;-0.34989;1.80444
3729186391;0.00342;4.68909;1.79631
3729186391;0.00335;-1.92458;1.78569
3729186391;0.00351;13.50731;1.76678
3729186392;0.00331;-5.70381;1.76251
3729186392;0.00338;1.22479;1.7426
3729186392;0.00337;-0.03496;1.72774
3729186392;0.00342;4.68909;1.71898
3729186392;0.00337;-0.03496;1.71245
3729186392;0.00341;4.37415;1.74713
3729186392;0.0034;3.42934;1.78121
3729186392;0.00342;4.68909;1.79092
3729186392;0.00343;6.57871;1.8256
3729186392;0.00343;6.26377;1.84651
3729186392;0.00342;4.68909;1.86129
3729186392;0.00337;-0.03496;1.86759
3729186392;0.00337;0.27998;1.85881
3729186392;0.00339;2.1696;1.8608
3729186392;0.00336;-0.34989;1.857
3729186392;0.00335;-1.92458;1.83064
3729186392;0.00333;-3.18432;1.82805
3729186392;0.00333;-3.49926;1.82964
3729186392;0.00338;0.90985;1.8253
3729186392;0.00334;-2.86939;1.82769
3729186392;0.00339;2.48453;1.81504
3729186392;0.00335;-1.60964;1.82476
3729186392;0.00336;-0.97977;1.83432
3729186392;0.00332;-4.44407;1.81464
3729186392;0.0034;3.11441;1.82239
3729186392;0.00337;0.27998;1.82108
3729186392;0.00339;1.85466;1.82664
3729186392;0.00341;3.74428;1.84393
3729186392;0.00338;1.22479;1.8429
3729186392;0.00336;-0.34989;1.85223
3729186392;0.00335;-1.92458;1.86368
3729186392;0.00338;0.90985;1.86053
3729186392;0.00339;2.48453;1.87438
3729186392;0.00336;-0.66483;1.88613
3729186392;0.00337;0.27998;1.89106
3729186392;0.00335;-1.60964;1.89988
3729186392;0.00331;-5.38888;1.90091
3729186392;0.00335;-1.92458;1.91348
3729186392;0.00336;-0.66483;1.89799
3729186392;0.00338;1.22479;1.88378
3729186392;0.00332;-4.759;1.89551
3729186392;0.00326;-10.11292;1.88906
3729186392;0.00343;6.57871;1.87146
3729186392;0.00332;-4.44407;1.86646
3729186392;0.00335;-1.60964;1.84609
3729186392;0.00339;1.85466;1.84826
3729186392;0.00336;-0.34989;1.83551
3729186392;0.00335;-1.92458;1.83357
3729186392;0.00352;15.08199;1.83412
3729186392;0.00335;-1.60964;1.81809
3729186392;0.00335;-1.92458;1.8174
3729186392;0.00331;-5.70381;1.8028
3729186392;0.00341;4.37415;1.78386
3729186392;0.00336;-0.34989;1.77829
3729186392;0.00337;-0.03496;1.75874
3729186392;0.00338;0.90985;1.7411
3729186392;0.00341;4.05922;1.72886
3729186392;0.00336;-0.66483;1.71854
3729186392;0.00339;2.48453;1.71241
3729186392;0.00339;1.85466;1.72565
3729186392;0.00337;0.59491;1.74855
3729186392;0.00342;4.68909;1.77201
3729186392;0.00337;0.59491;1.80254
3729186392;0.00339;1.85466;1.82648
3729186392;0.0034;3.42934;1.8673
3729186392;0.00336;-0.97977;1.86991
3729186392;0.00335;-1.2947;1.86137
3729186392;0.00337;-0.03496;1.8682
3729186392;0.00334;-2.86939;1.85623
3729186392;0.00336;-0.34989;1.84429
3729186392;0.00333;-3.8142;1.83056
3729186392;0.00321;-15.15191;1.82056
3729186392;0.00333;-3.18432;1.83911
3729186392;0.00332;-4.44407;1.83099
3729186392;0.0033;-6.33369;1.81785
3729186392;0.00335;-1.92458;1.82244
3729186392;0.00335;-1.2947;1.82247
3729186392;0.00338;0.90985;1.819
3729186392;0.00336;-0.66483;1.817
3729186392;0.00341;4.37415;1.81652
3729186392;0.00342;5.00403;1.83526
3729186392;0.00337;0.27998;1.84061
3729186392;0.00336;-0.97977;1.83283
3729186392;0.0034;3.42934;1.85033
3729186392;0.00335;-1.60964;1.85825
3729186392;0.00334;-2.55445;1.85625
3729186392;0.00336;-0.34989;1.85883
3729186392;0.00336;-0.34989;1.8667
3729186392;0.00335;-1.92458;1.90173
3729186392;0.00335;-1.60964;1.89986
3729186392;0.00338;1.22479;1.90017
3729186392;0.00339;2.1696;1.91303
3729186392;0.00334;-2.86939;1.90229
3729186392;0.00336;-0.97977;1.89703
3729186392;0.00333;-3.18432;1.89647
3729186392;0.00335;-1.2947;1.87805
3729186392;0.00334;-2.55445;1.88541
3729186392;0.00354;16.65667;1.87322
3729186392;0.00336;-0.97977;1.85861
3729186392;0.00336;-0.66483;1.84651
3729186393;0.00332;-4.44407;1.83708
3729186393;0.00336;-0.66483;1.84353
